Player,Pos,Opp,Pts,Pass_Att,Cmp,Pass_Yds,Pass_TD,Int,Pass_2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,TD,Week,
Elijah Higgins,TE,vs GB,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,
Julian Hill,TE,@ CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,
Jimmy Horn,WR,@ NYJ,1.00,0,0,0,0,0,0,1,7,0,0,1,8,0,0,0,0,7,
Kareem Hunt,RB,vs LV,1.00,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,7,
Terrell Jennings,RB,@ TEN,1.00,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,7,
Roschon Johnson,RB,vs NO,1.00,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,7,
Dylan Laube,RB,@ KC,1.00,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,7,
Hunter Luepke,RB,vs WAS,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,
Scott Miller,WR,@ CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,7,
Adonai Mitchell,WR,@ LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,7,
Raheem Mostert,RB,@ KC,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,
John Mundt,TE,vs LA,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,7,
Josh Oliver,TE,vs PHI,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,7,
Carter Runyon,TE,@ KC,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,
Dylan Sampson,RB,vs MIA,1.00,0,0,0,0,0,0,3,8,0,0,1,9,0,0,0,0,7,
Zavier Scott,RB,vs PHI,1.00,0,0,0,0,0,0,4,4,0,0,1,2,0,0,0,0,7,
Will Shipley,RB,@ MIN,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,7,
Arian Smith,WR,vs CAR,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,
Tommy Tremble,TE,@ NYJ,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,
Sean Tucker,RB,@ DET,1.00,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,7,
Blake Whiteheart,TE,vs MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7,
Dontayvion Wicks,WR,@ ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,7,
Teddy Bridgewater,QB,@ DET,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,7,
Joshua Dobbs,QB,@ TEN,0.00,1,1,12,0,0,0,2,-2,0,0,0,0,0,0,0,0,7,
Jimmy Garoppolo,QB,@ JAX,0.00,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,7,
TreVeyon Henderson,RB,@ TEN,0.00,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,7,
D'Ernest Johnson,RB,@ ARI,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,
Kendre Miller,RB,@ CHI,0.00,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,7,
Gardner Minshew,QB,vs LV,0.00,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,7,
Devin Neal,RB,@ CHI,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,
Devin Singletary,RB,@ DEN,0.00,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,7,
Kenny Pickett,QB,@ KC,-1.00,2,2,8,0,0,0,1,0,0,0,0,0,0,0,1,0,7,
Tua Tagovailoa,QB,@ CLE,-2.00,23,12,100,0,3,0,3,6,0,0,0,0,0,0,0,0,7,
Jonathan Taylor,RB,vs TEN,37.00,0,0,0,0,0,0,12,153,2,0,2,21,1,0,0,0,8,
Breece Hall,RB,@ CIN,34.00,1,1,4,1,0,0,18,133,2,0,2,14,0,0,0,0,8,
Jordan Love,QB,@ PIT,34.00,37,29,360,3,0,1,1,-1,0,0,0,0,0,0,0,0,8,
Saquon Barkley,RB,vs NYG,33.00,0,0,0,0,0,0,14,150,1,0,4,24,1,0,0,0,8,
James Cook,RB,@ CAR,33.00,0,0,0,0,0,0,19,216,2,0,0,0,0,0,0,0,8,
Jalen Hurts,QB,vs NYG,33.00,20,15,179,4,0,0,4,22,0,0,0,0,0,0,0,0,8,
Tucker Kraft,TE,@ PIT,33.00,0,0,0,0,0,0,0,0,0,0,7,143,2,0,0,0,8,
Drake Maye,QB,vs CLE,32.00,24,18,282,3,1,0,7,50,0,0,0,0,0,0,0,0,8,
Tua Tagovailoa,QB,@ ATL,32.00,26,20,205,4,0,0,0,0,0,0,0,0,0,0,0,0,8,
Justin Herbert,QB,vs MIN,31.00,25,18,227,3,1,0,7,62,0,0,0,0,0,0,0,0,8,
Bo Nix,QB,vs DAL,31.00,29,19,247,4,1,0,1,-1,0,0,0,0,0,0,0,0,8,
Daniel Jones,QB,vs TEN,28.00,29,21,272,3,0,0,1,3,0,0,0,0,0,0,0,0,8,
Patrick Mahomes,QB,vs WAS,28.00,34,25,299,3,2,0,4,30,0,0,0,0,0,0,0,0,8,
Joe Flacco,QB,vs NYJ,27.00,34,21,223,2,0,0,2,14,1,0,0,0,0,0,0,0,8,
Troy Franklin,WR,vs DAL,26.00,0,0,0,0,0,0,0,0,0,0,6,89,2,0,0,0,8,
Chase Brown,RB,vs NYJ,25.00,0,0,0,0,0,0,12,73,1,0,3,32,1,0,0,0,8,
Rashee Rice,WR,vs WAS,25.00,0,0,0,0,0,0,2,12,0,0,9,93,1,0,0,0,8,
C.J. Stroud,QB,vs SF,25.00,39,30,318,2,1,0,7,30,0,0,0,0,0,0,0,0,8,
Josh Allen,QB,@ CAR,24.00,19,12,163,1,0,0,3,7,2,0,0,0,0,0,0,0,8,
RJ Harvey,RB,vs DAL,23.00,0,0,0,0,0,0,7,46,2,0,1,5,1,0,0,0,8,
Michael Pittman,WR,vs TEN,23.00,0,0,0,0,0,0,0,0,0,0,8,95,1,0,0,0,8,
Justin Fields,QB,@ CIN,22.00,32,21,244,1,0,1,11,31,0,1,0,0,0,0,0,0,8,
Ja'Marr Chase,WR,vs NYJ,21.00,0,0,0,0,0,0,0,0,0,0,12,91,0,0,0,0,8,
Mac Jones,QB,@ HOU,21.00,32,19,193,2,1,1,2,23,0,0,0,0,0,0,0,0,8,
Travis Kelce,TE,vs WAS,21.00,0,0,0,0,0,0,0,0,0,0,6,99,1,0,0,0,8,
Jaxson Dart,QB,@ PHI,20.00,24,14,193,1,0,0,6,17,1,0,0,0,0,0,0,0,8,
Ladd McConkey,WR,vs MIN,20.00,0,0,0,0,0,0,0,0,0,0,6,88,1,0,0,0,8,
Aaron Rodgers,QB,vs GB,20.00,36,24,219,2,0,0,0,0,0,0,0,0,0,0,0,0,8,
Khalil Shakir,WR,@ CAR,20.00,0,0,0,0,0,0,0,0,0,0,6,88,1,0,0,0,8,
Jaylen Waddle,WR,@ ATL,20.00,0,0,0,0,0,0,0,0,0,0,5,99,1,0,0,0,8,
De'Von Achane,RB,@ ATL,19.00,0,0,0,0,0,0,18,67,0,0,5,24,1,0,0,0,8,
Derrick Henry,RB,vs CHI,19.00,0,0,0,0,0,0,21,71,2,0,0,0,0,0,0,0,8,
Kimani Vidal,RB,vs MIN,19.00,0,0,0,0,0,0,23,117,1,0,1,10,0,0,0,0,8,
Harold Fannin,TE,@ NE,18.00,0,0,0,0,0,0,1,2,0,0,6,62,1,0,0,0,8,
Oronde Gadsden,TE,vs MIN,18.00,0,0,0,0,0,0,0,0,0,0,5,77,1,0,0,0,8,
Tyler Huntley,QB,vs CHI,18.00,22,17,186,1,0,0,8,53,0,0,0,0,0,0,0,0,8,
Rome Odunze,WR,@ BAL,18.00,0,0,0,0,0,0,0,0,0,0,7,114,0,0,0,0,8,
Isaiah Davis,RB,@ CIN,17.00,0,0,0,0,0,0,7,65,0,0,5,44,0,1,0,0,8,
Dallas Goedert,TE,vs NYG,17.00,0,0,0,0,0,0,0,0,0,0,3,28,2,0,0,0,8,
Kareem Hunt,RB,vs WAS,17.00,0,0,0,0,0,0,9,40,1,0,1,2,1,0,0,0,8,
Xavier Hutchinson,WR,vs SF,17.00,0,0,0,0,0,0,0,0,0,0,5,69,1,0,0,0,8,
Javonte Williams,RB,@ DEN,17.00,0,0,0,0,0,0,13,41,2,0,1,8,0,0,0,0,8,
Roman Wilson,WR,vs GB,17.00,0,0,0,0,0,0,0,0,0,0,4,74,1,0,0,0,8,
Kayshon Boutte,WR,vs CLE,16.00,0,0,0,0,0,0,0,0,0,0,3,75,1,0,0,0,8,
Chimere Dike,WR,@ IND,16.00,0,0,0,0,0,0,1,1,0,0,7,93,0,0,0,0,8,
Tetairoa McMillan,WR,vs BUF,16.00,0,0,0,0,0,0,0,0,0,0,7,99,0,0,0,0,8,
D.K. Metcalf,WR,vs GB,16.00,0,0,0,0,0,0,0,0,0,0,5,55,1,0,0,0,8,
Samaje Perine,RB,vs NYJ,16.00,0,0,0,0,0,0,9,94,1,0,1,6,0,0,0,0,8,
Tyjae Spears,RB,@ IND,16.00,0,0,0,0,0,0,9,59,1,0,3,23,0,0,0,0,8,
Dillon Gabriel,QB,@ NE,15.00,35,21,156,2,2,0,1,13,0,0,0,0,0,0,0,0,8,
Mack Hollins,WR,vs CLE,15.00,0,0,0,0,0,0,0,0,0,0,7,89,0,0,0,0,8,
Tyler Johnson,WR,@ CIN,15.00,0,0,0,0,0,0,0,0,0,0,3,64,1,0,0,0,8,
Rashid Shaheed,WR,@ NO,15.00,0,0,0,0,0,0,0,0,0,0,9,75,0,0,1,0,8,
J.K. Dobbins,RB,vs DAL,14.00,0,0,0,0,0,0,15,111,0,0,2,10,0,0,0,0,8,
Justin Jefferson,WR,@ LAC,14.00,0,0,0,0,0,0,0,0,0,0,7,74,0,0,0,0,8,
George Kittle,TE,@ HOU,14.00,0,0,0,0,0,0,0,0,0,0,4,43,1,0,0,0,8,
CeeDee Lamb,WR,@ DEN,14.00,0,0,0,0,0,0,1,2,0,0,7,74,0,0,0,0,8,
Jo'quavious Marks,RB,vs SF,14.00,0,0,0,0,0,0,11,62,0,0,4,49,0,0,0,0,8,
Terry McLaurin,WR,@ KC,14.00,0,0,0,0,0,0,0,0,0,0,3,54,1,0,0,0,8,
Chris Olave,WR,vs TB,14.00,0,0,0,0,0,0,1,-3,0,0,8,63,0,0,0,0,8,
George Pickens,WR,@ DEN,14.00,0,0,0,0,0,0,0,0,0,0,7,78,0,0,0,0,8,
Kyle Pitts,TE,vs MIA,14.00,0,0,0,0,0,0,0,0,0,0,9,59,0,0,0,0,8,
DeVonta Smith,WR,vs NYG,14.00,0,0,0,0,0,0,0,0,0,0,6,84,0,0,0,0,8,
D'Andre Swift,RB,@ BAL,14.00,0,0,0,0,0,0,11,45,1,0,2,26,0,0,0,0,8,
Mason Taylor,TE,@ CIN,14.00,0,0,0,0,0,0,0,0,0,0,5,34,1,0,0,0,8,
Cameron Ward,QB,@ IND,14.00,38,22,259,1,1,0,2,4,0,0,0,0,0,0,0,0,8,
Zay Flowers,WR,vs CHI,13.00,0,0,0,0,0,0,1,8,0,0,7,63,0,0,0,0,8,
Ollie Gordon,RB,@ ATL,13.00,0,0,0,0,0,0,10,46,0,0,1,20,1,0,0,0,8,
Jayden Higgins,WR,vs SF,13.00,0,0,0,0,0,0,0,0,0,0,4,34,1,0,0,0,8,
Josh Jacobs,RB,@ PIT,13.00,0,0,0,0,0,0,13,33,1,0,3,12,0,0,0,0,8,
David Njoku,TE,@ NE,13.00,0,0,0,0,0,0,0,0,0,0,4,37,1,0,0,0,8,
Malik Washington,WR,@ ATL,13.00,0,0,0,0,0,0,0,0,0,0,4,36,1,0,0,0,8,
Pat Bryant,WR,vs DAL,12.00,0,0,0,0,0,0,0,0,0,0,2,40,1,0,0,0,8,
Josh Downs,WR,vs TEN,12.00,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0,8,
Marcus Mariota,QB,@ KC,12.00,30,21,213,1,2,0,8,28,0,0,0,0,0,0,0,0,8,
Jalen Tolbert,WR,@ DEN,12.00,0,0,0,0,0,0,0,0,0,0,2,47,1,0,0,0,8,
Christian Watson,WR,@ PIT,12.00,0,0,0,0,0,0,0,0,0,0,4,85,0,0,0,0,8,
Jordan Addison,WR,@ LAC,11.00,0,0,0,0,0,0,0,0,0,0,3,26,1,0,0,0,8,
Jahan Dotson,WR,vs NYG,11.00,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,8,
Tee Higgins,WR,vs NYJ,11.00,0,0,0,0,0,0,0,0,0,0,1,44,1,0,0,0,8,
Jeremy McNichols,RB,@ KC,11.00,0,0,0,0,0,0,1,4,0,0,5,64,0,0,0,0,8,
D.J. Moore,WR,@ BAL,11.00,0,0,0,0,0,0,2,3,0,0,4,73,0,0,0,0,8,
Jaylin Noel,WR,vs SF,11.00,0,0,0,0,0,0,0,0,0,0,5,63,0,0,0,0,8,
Caleb Williams,QB,@ BAL,11.00,38,25,285,0,1,0,3,24,0,0,0,0,0,0,0,0,8,
Emanuel Wilson,RB,@ PIT,11.00,0,0,0,0,0,0,11,61,0,0,3,26,0,0,0,0,8,
Cartavious Bigsby,RB,vs NYG,10.00,0,0,0,0,0,0,9,104,0,0,0,0,0,0,0,0,8,
Stefon Diggs,WR,vs CLE,10.00,0,0,0,0,0,0,0,0,0,0,3,14,1,0,0,0,8,
Gunnar Helm,TE,@ IND,10.00,0,0,0,0,0,0,0,0,0,0,2,23,1,0,0,0,8,
Juwan Johnson,TE,vs TB,10.00,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0,8,
Courtland Sutton,WR,vs DAL,10.00,0,0,0,0,0,0,0,0,0,0,4,67,0,0,0,0,8,
Sean Tucker,RB,@ NO,10.00,0,0,0,0,0,0,12,42,1,0,0,0,0,0,0,0,8,
Xavier Worthy,WR,vs WAS,10.00,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0,8,
Olamide Zaccheaus,WR,@ BAL,10.00,0,0,0,0,0,0,0,0,0,0,7,33,0,0,0,0,8,
Tyler Allgeier,RB,vs MIA,9.00,0,0,0,0,0,0,4,4,1,0,2,10,0,0,0,0,8,
Elic Ayomanor,WR,@ IND,9.00,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,8,
Romeo Doubs,WR,@ PIT,9.00,0,0,0,0,0,0,0,0,0,0,3,44,0,1,0,0,8,
Chuba Hubbard,RB,vs BUF,9.00,0,0,0,0,0,0,12,34,1,0,0,0,0,0,0,0,8,
Tez Johnson,WR,@ NO,9.00,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,8,
Christian McCaffrey,RB,@ HOU,9.00,0,0,0,0,0,0,8,25,0,0,3,43,0,0,0,0,8,
Chigoziem Okonkwo,TE,@ IND,9.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,8,
Cam Skattebo,RB,@ PHI,9.00,0,0,0,0,0,0,3,12,0,0,1,18,1,0,0,0,8,
Jaylen Warren,RB,vs GB,9.00,0,0,0,0,0,0,13,62,0,0,2,11,0,0,0,0,8,
Tyler Warren,TE,vs TEN,9.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,8,
Carson Wentz,QB,@ LAC,9.00,27,15,144,1,1,0,0,0,0,0,0,0,0,0,0,0,8,
Keenan Allen,WR,vs MIN,8.00,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,8,
Braxton Berrios,WR,vs SF,8.00,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0,8,
Nick Chubb,RB,vs SF,8.00,0,0,0,0,0,0,17,56,0,0,2,13,0,0,0,0,8,
Tre Harris,WR,vs MIN,8.00,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,8,
Jauan Jennings,WR,@ HOU,8.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,8,
Charlie Kolar,TE,vs CHI,8.00,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,8,
Joe Milton,QB,@ DEN,8.00,4,3,58,1,0,0,0,0,0,0,0,0,0,0,0,0,8,
Cade Otton,TE,@ NO,8.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,8,
Alec Pierce,WR,vs TEN,8.00,0,0,0,0,0,0,0,0,0,0,2,69,0,0,0,0,8,
Isaiah Williams,WR,@ CIN,8.00,0,0,0,0,0,0,1,25,0,0,3,31,0,0,0,0,8,
Rashod Bateman,WR,vs CHI,7.00,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0,8,
Kendrick Bourne,WR,@ HOU,7.00,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,8,
Evan Engram,TE,vs DAL,7.00,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,8,
Noah Fant,TE,vs NYJ,7.00,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,8,
Hunter Henry,TE,vs CLE,7.00,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,8,
Wan'Dale Robinson,WR,@ PHI,7.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0,8,
Dylan Sampson,RB,@ NE,7.00,0,0,0,0,0,0,3,0,0,0,5,29,0,0,0,0,8,
Jake Tonges,TE,@ HOU,7.00,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,8,
Rachaad White,RB,@ NO,7.00,0,0,0,0,0,0,13,35,0,0,2,26,0,0,0,0,8,
Savion Williams,WR,@ PIT,7.00,0,0,0,0,0,0,1,1,0,0,1,8,1,0,0,0,8,
Mark Andrews,TE,vs CHI,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,8,
Calvin Austin,WR,vs GB,6.00,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,8,
Jalen Coker,WR,vs BUF,6.00,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,8,
Keon Coleman,WR,@ CAR,6.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,8,
Kirk Cousins,QB,vs MIA,6.00,31,21,173,0,0,0,2,2,0,0,0,0,0,0,0,0,8,
Emeka Egbuka,WR,@ NO,6.00,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,8,
TreVeyon Henderson,RB,vs CLE,6.00,0,0,0,0,0,0,10,75,0,0,0,0,0,0,1,0,8,
Khadarel Hodge,WR,vs MIA,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,8,
Alvin Kamara,RB,vs TB,6.00,0,0,0,0,0,0,6,21,0,0,2,24,0,0,0,0,8,
Colston Loveland,TE,@ BAL,6.00,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,8,
Dak Prescott,QB,@ DEN,6.00,31,19,188,0,2,0,6,31,0,0,0,0,0,0,0,0,8,
Bijan Robinson,RB,vs MIA,6.00,0,0,0,0,0,0,9,25,0,0,3,23,0,0,1,0,8,
Tyrone Tracy,RB,@ PHI,6.00,0,0,0,0,0,0,10,39,0,0,2,14,0,0,0,0,8,
Brandin Cooks,WR,@ NO,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,8,
Demario Douglas,WR,vs CLE,5.00,0,0,0,0,0,0,2,3,0,0,1,44,0,0,0,0,8,
Rico Dowdle,RB,vs BUF,5.00,0,0,0,0,0,0,8,54,0,0,0,0,0,0,0,0,8,
Zach Ertz,TE,@ KC,5.00,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,8,
Malik Heath,WR,@ PIT,5.00,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,8,
Austin Hooper,TE,vs CLE,5.00,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,8,
Theo Johnson,TE,@ PHI,5.00,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,8,
Baker Mayfield,QB,@ NO,5.00,24,15,152,0,0,0,0,0,0,0,0,0,0,0,1,0,8,
Luke McCaffrey,WR,@ KC,5.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,8,
Isiah Pacheco,RB,vs WAS,5.00,0,0,0,0,0,0,12,58,0,0,0,0,0,0,0,0,8,
Tony Pollard,RB,@ IND,5.00,0,0,0,0,0,0,11,44,0,0,1,9,0,0,0,0,8,
Rhamondre Stevenson,RB,vs CLE,5.00,0,0,0,0,0,0,14,34,0,0,1,15,0,0,0,0,8,
Jamari Thrash,WR,@ NE,5.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,8,
Pat Freiermuth,TE,vs GB,4.00,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,8,
Kenny Gainwell,RB,vs GB,4.00,0,0,0,0,0,0,5,31,0,0,2,4,0,0,1,0,8,
Noah Gray,TE,vs WAS,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,8,
T.J. Hockenson,TE,@ LAC,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,8,
Aaron Jones,RB,@ LAC,4.00,0,0,0,0,0,0,5,15,0,0,2,15,0,0,0,0,8,
Quinshon Judkins,RB,@ NE,4.00,0,0,0,0,0,0,9,19,0,0,3,-2,0,0,0,0,8,
Keaton Mitchell,RB,vs CHI,4.00,0,0,0,0,0,0,4,43,0,0,0,0,0,0,0,0,8,
Devin Neal,RB,vs TB,4.00,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,8,
Demarcus Robinson,WR,@ HOU,4.00,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,8,
Deebo Samuel,WR,@ KC,4.00,0,0,0,0,0,0,1,1,0,0,3,11,0,0,0,0,8,
Ja'Tavion Sanders,TE,vs BUF,4.00,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,8,
Luke Schoonmaker,TE,@ DEN,4.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,8,
Dalton Schultz,TE,vs SF,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,8,
Tyler Shough,QB,vs TB,4.00,30,17,128,0,1,0,3,12,0,0,0,0,0,0,0,0,8,
Darius Slayton,WR,@ PHI,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,8,
JuJu Smith-Schuster,WR,vs WAS,4.00,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,8,
Jared Wayne,WR,vs SF,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,8,
John Bates,TE,@ KC,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,8,
Daniel Bellinger,TE,@ PHI,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,8,
Malachi Corley,WR,@ NE,3.00,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,8,
Andy Dalton,QB,vs BUF,3.00,24,16,175,0,1,0,2,1,0,0,0,0,0,0,2,0,8,
Matthew Golden,WR,@ PIT,3.00,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,
Jackson Hawes,TE,@ CAR,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,8,
Dalton Kincaid,TE,@ CAR,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,8,
Xavier Legette,WR,vs BUF,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,8,
Jaret Patterson,RB,vs MIN,3.00,0,0,0,0,0,0,11,30,0,0,0,0,0,0,0,0,8,
Spencer Rattler,QB,vs TB,3.00,21,15,136,0,1,0,3,12,0,0,0,0,0,0,1,0,8,
Jeremy Ruckert,TE,@ CIN,3.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,8,
Zavier Scott,RB,@ LAC,3.00,0,0,0,0,0,0,2,16,0,0,2,8,0,0,0,0,8,
David Sills,WR,vs MIA,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,8,
Devin Singletary,RB,@ PHI,3.00,0,0,0,0,0,0,2,0,0,0,1,28,0,0,0,0,8,
Ben Sinnott,TE,@ KC,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,8,
Arian Smith,WR,@ CIN,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,8,
Jonnu Smith,TE,vs GB,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,8,
Casey Washington,WR,vs MIA,3.00,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,8,
Jaylen Wright,RB,@ ATL,3.00,0,0,0,0,0,0,9,28,0,0,1,0,0,0,0,0,8,
Jaydon Blue,RB,@ DEN,2.00,0,0,0,0,0,0,8,29,0,0,0,0,0,0,0,0,8,
Beaux Collins,WR,@ PHI,2.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,8,
Tanner Conner,TE,@ ATL,2.00,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,8,
Jacory Croskey-Merritt,RB,@ KC,2.00,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,8,
DeAndre Hopkins,WR,vs CHI,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,8,
Dawson Knox,TE,@ CAR,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,8,
Isaiah Likely,TE,vs CHI,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,8,
Kyle Monangai,RB,@ BAL,2.00,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0,8,
Darnell Mooney,WR,vs MIA,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,8,
Elijah Moore,WR,@ CAR,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,8,
Ben Skowronek,WR,vs GB,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,8,
Devaughn Vele,WR,vs TB,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,8,
Nick Westbrook,WR,@ ATL,2.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,8,
Ameer Abdullah,RB,vs TEN,1.00,0,0,0,0,0,0,2,5,0,0,1,3,0,0,0,0,8,
Andrew Beck,RB,@ CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,8,
Luther Burden,WR,@ BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,8,
Nathan Carter,RB,vs MIA,1.00,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,8,
Re'Mahn Davis,RB,@ CAR,1.00,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,8,
Ashton Dulin,WR,vs TEN,1.00,0,0,0,0,0,0,0,0,0,0,1,-8,0,0,0,0,8,
Devin Duvernay,WR,@ BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,
Trevor Etienne,RB,vs BUF,1.00,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,8,
John FitzPatrick,TE,@ PIT,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8,
Ryan Flournoy,WR,@ DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,8,
Jerome Ford,RB,@ NE,1.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,8,
Xavier Gipson,WR,vs NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8,
Taysom Hill,QB,vs TB,1.00,0,0,0,0,0,0,2,6,0,0,1,6,0,0,0,0,8,
